Cell,Cbfa2t3h,Cdh1,Cdh5,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Mrpl19,Myb,Nfe2,Notch1,Pecam1,Polr2a,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ubc
HFB9_015,-3.61486633,-14,2.69927837,-0.43139714,-0.51850241,-3.32853391,-0.93061526,0.77136105,-0.92230572,-2.47837728,2.81558552,0.45247778,-2.77698476,-14,-14,-14,-14,-2.09346633,-14,-4.22265875,-14,-4.06401685,-2.74742656,1.93213111,-3.07310888,-1.11532515,-14,-1.34358904,-5.24628213,-0.76690141,-14,-1.78689657,-14,-14,-4.37436372,-1.30254606,-0.77935123,-3.89088191,-3.18825262,-4.36442434,-3.28896082,-1.4658519,-0.05272517,-5.03495923,-14,3.08475021
HFB9_016,-14,-14,-1.666305415,-1.654675165,-0.549369865,-4.910872545,-8.477538815,-1.546917805,-0.677881325,-2.226748525,1.878692225,-2.370019665,-1.930350895,-14,-14,-14,-14,-0.293290835,-14,-14,-14,-14,-14,1.160975195,-14,-1.654985185,-14,-14,-4.943374305,-2.627854085,-14,-1.546375395,-14,-14,-5.678934975,-3.500767195,-0.044895235,-4.137248005,-14,-5.479921885,-4.506088685,-1.919368495,-0.661461805,-9.170964585,-14,2.140640495
HFB9_017,-3.191936763,-14,3.076562758,-0.054070983,-0.407540773,-2.031499713,-2.369659023,1.139453798,-1.054404573,-2.866117713,2.582706508,-0.535470663,-1.934026753,-14,-14,-14,-3.867092513,-2.069992773,-14,-3.435350283,-14,-5.105638803,-3.947956713,0.680921867,-3.002007523,-2.555169713,-4.941486993,0.018286387,-14,-2.719955743,-14,-0.740335013,-14,-5.162565823,-8.162266703,-0.293243233,-0.748564373,-4.073844743,-1.670645463,-4.213289923,-3.561437003,-2.640163853,0.317821607,-8.318688813,-3.668600133,1.896440158
HFB9_018,-2.80088043,-14,-5.1081113,-0.58389717,-0.3100195,-1.93456342,-2.4734481,1.56846527,0.00952981,-1.58485723,2.14402962,0.10488416,-1.04614782,-14,-14,-14,-14,-1.73454407,-14,-3.30553346,-14,-14,-14,2.03655275,-1.60074475,-1.65592155,-5.40250265,-3.32760177,-4.03632762,0.19729625,-14,-2.05080373,-14,-14,-5.04758537,-1.8114467,-0.26797586,-14,-4.92483821,-14,-3.02989898,-1.26611643,1.1565866,-4.70201602,-14,2.62879909
HFB9_019,-3.713386118,-14,2.512829213,-0.412918528,-0.393823127,-1.570447048,-0.258510398,1.633670303,-2.035252138,-0.555347198,4.245475233,0.450316562,-1.211387968,-14,-14,-14,-14,-1.960265448,-14,-3.172376058,-14,-3.431613028,-3.697059978,2.215069273,-1.463933708,-0.450628768,-4.732154518,0.053710752,-14,-0.462409687,-14,-1.217574308,-3.660730878,-14,-3.998762508,-0.377824718,-1.034461378,-3.815100418,-1.850944598,-4.304542448,-14,-1.718049348,1.553505483,-7.770400098,-4.101461578,2.645858813
HFB9_020,-2.255276665,-14,4.171220925,0.296140215,0.470533975,-1.214854675,-0.687203585,0.453205175,-3.811547285,-2.092211495,3.571306305,-1.346552355,-1.651597475,-14,-14,-1.663482375,-14,-14,-14,-4.045951125,-14,-5.031834735,-1.655534285,1.060702765,-0.613681535,-0.407018455,-14,0.549698785,-5.731883405,0.354252085,-14,-1.651157435,-1.762309775,-5.671285375,-4.515889985,0.275771675,-1.500342375,-14,0.349632615,-1.087539515,-14,-2.082074765,-0.910867825,-14,-4.798838875,2.680965835
HFB9_022,-1.616767478,-14,0.776738073,-1.050351798,-0.082130907,-14,-1.325466388,0.846582333,-1.785434598,-2.848495518,1.800350833,-0.321079837,-1.094661398,-14,-14,-14,-14,-2.768966238,-14,-2.656301528,-14,-3.794128408,-14,1.359611773,-2.359567998,-0.578959267,-8.575592358,-2.391037498,-5.282463388,-3.156729348,-14,-1.170616188,-1.195499318,-14,-4.655224858,-2.623319728,-0.742134327,-14,-1.575073828,-14,-4.461800688,-0.750958667,0.375613493,-7.285830798,-2.422471518,1.994881423
HFB9_023,-2.173145578,-14,1.553705883,-0.701177037,0.079429073,-4.040236068,-2.134766318,1.468101663,-0.775833258,-1.801812378,3.496790783,-0.144255107,-0.254336887,-14,-14,-14,-3.684869048,-0.553193888,-14,-1.515944818,-14,-14,-2.226249548,2.365784013,-2.456833348,-1.462984668,-14,-0.125719348,-14,-2.923052758,-14,-1.158253158,-4.089195938,-14,-5.306785358,-0.402205927,-0.848878007,-14,-4.363943638,-4.240363358,-2.166047298,-0.072630688,1.268798643,-8.034281288,-14,1.927702093
HFB9_024,-2.429799135,-14,0.009221035,-0.382138625,-0.207180465,-14,-1.761590565,1.220654405,-0.185212105,-1.613001225,3.121946975,-1.382384505,-0.683213735,-14,-14,-14,-14,-0.197371355,-14,-1.542219415,-14,-14,-4.318887065,2.149704255,-1.021372655,-2.743289345,-4.464672195,-2.747254595,-4.663390025,-1.093522105,-14,-1.386263635,-3.314478765,-14,-4.585306755,-1.443245095,-0.732038405,-14,-2.192182505,-14,-14,-0.148899255,1.390751405,-8.616278345,-1.768614405,2.325482505
HFB9_025,-14,-0.165455493,-14,-14,0.109075307,-14,-5.320321183,-7.099451753,-14,-3.180231993,-14,-14,0.562423168,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-3.519159473,-14,-14,-14,-14,-14,-1.795498253,-2.941376173,-14,-7.243661633,-14,-1.643494933,-14,-14,-14,-14,-14,-14,-14,-3.019028243,3.329917878
HFB9_026,-14,-14,1.106172778,-0.937026733,-0.103063283,-2.549341813,-1.612529393,2.105645248,-2.648598313,-1.926117013,2.631538168,-0.147558583,-1.812045683,-14,-14,-14,-14,-1.140737893,-14,-14,-14,-14,-4.122622953,1.079847978,-0.280468143,-2.208473073,-4.161010903,-2.879138223,-1.151971453,-0.194502693,-6.042495813,-1.302506983,-3.356529603,-14,-6.355834063,-1.637340183,-0.542227413,-3.243688323,-5.094988113,-3.853056113,-14,-2.937217553,-0.696882453,-6.455627283,-14,1.947797678
HFB9_027,-4.486692505,-14,3.843616685,0.248964775,0.083438785,-2.557908735,-0.587286455,0.914813465,-3.621891225,-2.593709375,3.883317675,-0.213214895,-2.444180395,-14,-14,-14,-3.283746665,-1.767778905,-14,-14,-14,-3.779212775,-4.754987165,2.107986635,0.525134045,-1.680777265,-3.918274735,-1.096685305,-4.869789115,-3.298646055,-14,-1.809102815,-14,-14,-8.543539915,-0.276278845,-0.723083095,-14,-5.046261125,-3.690769685,-14,-1.415635695,0.890340205,-6.704034465,-14,2.448747125
HFB9_028,-7.161226825,-14,0.145709055,-0.524338055,0.071371115,-5.055411045,-2.455136685,-0.261004525,-4.215627235,-1.313981775,2.759525135,0.401884655,-0.853940905,-14,-14,-14,-14,-1.787051885,-14,-1.497529045,-14,-14,-14,0.995223705,-3.322417915,-2.737494295,-5.041994695,-2.090483755,-14,-3.825936285,-14,-1.060024005,-3.368837855,-14,-6.188953285,-4.422775745,-1.042008375,-14,-2.177477555,-14,-14,-1.597845175,0.887523295,-8.055672395,-14,2.030661265
HFB9_029,-3.332287713,-14,1.076134578,-3.232315933,0.352609627,-3.157297073,-2.617163673,0.302847817,-1.714431753,-3.197027483,2.511138198,-0.300747783,-14,-14,-14,-14,-14,-0.229838263,-14,-14,-14,-14,-3.881445643,1.671923018,-2.815537163,-1.590541013,-8.402371273,-2.942782533,-14,-0.222477963,-14,-2.415543683,-14,-14,-4.714414873,-1.780126263,0.372022937,-1.935156213,-4.859952903,-14,-3.814449903,-2.749519583,0.289949328,-7.071379233,-14,1.690911118
HFB9_030,-2.58822515,-14,1.11047625,-0.19856859,0.50524272,-4.11517276,-2.53433099,1.66912239,-2.94570408,-2.50649831,2.9793564,1.10894809,-0.49793809,-14,-14,-14,-14,-1.09323213,-14,-4.00999105,-14,-14,-14,2.52184371,-1.23286603,-14,-5.00307664,-3.1031611,-14,-1.45317058,-14,-2.23548106,-2.09587161,-14,-4.31066121,-1.80918812,-0.93832056,-14,-2.40610517,-3.38101193,-14,-2.43941246,-0.36825479,-5.10904083,-14,2.6685589
HFB9_031,-3.066020745,-14,3.778568405,-0.333656605,-0.685672635,-5.116781605,-0.705378765,0.538201585,-2.214337125,-2.408499165,2.493276825,-1.155151425,-2.766359925,-14,-14,-14,-4.050817635,-2.872539535,-14,-1.362414495,-14,-14,-3.756274995,2.137621795,-0.215418995,-2.190791735,-5.425835715,-1.320708065,-14,-1.278180795,-14,-0.968460225,-3.268088105,-14,-5.172200975,-0.146558665,-0.999415615,-14,-4.393718075,-4.186214175,-1.255784595,-0.954237795,-0.912397965,-6.595060255,-3.934592245,2.653548475
HFB9_032,-14,-14,-0.643183108,-1.175803708,-0.694699938,-5.372731108,-6.508907088,-0.671856358,-0.100931398,-1.709039178,2.242824663,0.413112872,-1.182699158,-14,-14,-14,-14,-1.479339128,-14,-14,-14,-14,-4.412646898,2.109747213,-4.591224738,-3.112120468,-3.922854148,-4.131507288,-14,-1.244392598,-14,-1.572630488,-4.277614518,-14,-5.098574858,-5.310093898,-0.463894388,-4.004038178,-5.676115698,-14,-14,-2.201701928,0.976143952,-5.884714668,-3.969101768,2.731224813
HFB9_033,-2.679987703,-14,-14,-3.892151193,-0.267151142,-5.780317703,-3.784500523,-2.111046283,-0.454411312,-2.755843313,-1.302807833,0.663486128,-0.507419332,-14,-14,-14,-14,-2.232545073,-8.924485613,-14,-14,-14,-14,0.509393268,-4.556798913,-2.229513923,-4.941067803,-14,-3.514840043,-0.370922062,-14,-1.456844803,-14,-14,-6.213834073,-14,-0.440636462,-14,-14,-14,-4.974564053,-2.366148183,-1.075328343,-4.546154593,-3.379078073,2.164632408
HFB9_034,-4.187716938,-14,1.945758313,0.483589133,-0.379759178,-4.111456388,-1.212813548,1.050050343,-1.091230738,-3.065590548,3.026609723,-0.543571698,-0.023398057,-14,-14,-14,-14,-1.288811858,-14,-3.196822548,-14,-3.772771878,-5.031967548,1.474650213,-1.477299338,-0.709268907,-4.220297548,-1.802658518,-14,-0.529367747,-14,-1.488323528,-14,-5.495228228,-6.379921018,-0.399185998,-0.411064677,-14,-3.836622428,-4.099718398,-14,-1.841496628,0.890909703,-6.079237798,-14,2.279147383
HFB9_035,-0.872359798,-14,1.817967543,-2.913278898,-0.351042818,-2.692566448,-2.033100298,1.069625223,-4.727660218,-1.811668028,3.100802963,0.458204483,-0.431577508,-4.427360978,-3.210279478,-0.326993758,-14,-6.188983158,-14,-3.514465518,-14,-2.113383198,-4.255446358,-0.333101568,-1.226518348,-1.967326838,-14,0.345160863,-14,-3.501598528,-14,-1.124655068,0.203055723,-4.186813318,-6.538026538,-1.437771298,-0.802661538,-14,0.138176073,-2.051687638,-14,-2.824602338,0.217821683,-5.912862878,-4.969903608,2.278359423
HFB9_036,-3.244278938,-14,2.702848933,-0.101960607,-0.701921927,-3.147297238,-1.887766048,1.203439263,-0.494539328,-1.651277888,2.981050553,-0.936166547,-1.899219938,-14,-14,-14,-14,-1.397004018,-14,-6.395898898,-14,-14,-3.042845018,2.329360273,-0.046269087,-1.706103648,-5.083785208,-1.567409048,-14,-0.452238337,-14,-1.497933028,-14,-5.106351978,-5.410297088,-1.924992448,-0.730263047,-4.477483868,-4.386934868,-14,-2.866253498,-1.444453158,0.192629553,-6.627097898,-14,2.930118003
HFB9_038,-14,-14,-14,-3.323315625,-1.014201835,-14,-6.344561195,-2.440798215,1.391866615,-4.708495175,-0.991691135,0.222174645,0.722708845,-14,-14,-14,-14,-5.775702065,-14,-4.741061575,-14,-14,-14,1.370790655,-3.131734675,-1.934549595,-14,-14,-5.143319945,-4.698466355,-14,-0.789943195,-14,-14,-4.259524315,-14,-0.635874895,-14,-14,-14,-14,-3.337628735,1.167765825,-5.840498425,-3.769239215,2.440019925
HFB9_039,-4.254956825,-14,2.936686055,-0.458104595,0.071151705,-1.434320515,-2.212618085,1.662996095,-2.198869475,-1.496626865,2.699806265,0.230957135,0.407896115,-4.350853635,-14,-3.057932265,-14,-2.303854145,-14,-1.230528195,-14,-14,-3.098537235,1.448688985,-1.173402355,-1.632824355,-5.371120125,-0.599675875,-14,-0.596456225,-5.705175765,-1.806897285,-3.671018475,-14,-4.072485735,-0.469070585,-0.530628115,-14,0.210286855,-3.244450705,-14,-3.487093935,0.624752355,-6.271112045,-14,2.266373695
HFB9_040,-4.698367383,-14,0.886568317,-0.954073723,0.264166817,-14,-1.562818133,0.601528467,-2.304366623,-1.738704853,2.985848778,-2.018273513,-1.837663703,-14,-14,-14,-14,-1.285575773,-14,-14,-14,-3.309868463,-14,1.115628208,-3.983985383,-1.671724033,-14,-2.346367173,-14,-0.655635013,-6.100217013,-1.455703643,-1.466067823,-14,-4.670953473,-2.012717513,-0.825395873,-14,-3.720093973,-14,-3.336146403,-2.085818343,0.382265107,-6.389994553,-4.108305223,2.016932698
HFB9_041,-4.649819318,-4.419572358,-4.775586788,-2.148322268,-0.435102468,-14,-14,-4.270771798,-1.411477828,-2.733866078,-14,0.227273852,-4.270985858,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,1.457186843,-14,-1.040289518,-14,-14,-5.107388328,-14,-6.046576318,-1.180887858,-2.678269728,-14,-5.954248308,-14,-0.529821018,-14,-5.042910908,-14,-2.844058478,-5.250202508,-0.194091307,-14,-14,2.145811343
HFB9_042,-14,-14,2.854934715,-0.972660045,0.279153795,-3.244746675,-2.582732795,1.155644305,-1.640726395,-2.862218325,0.547221225,0.086455585,0.457952985,-14,-5.394696025,-0.992503675,-3.202856995,-14,-14,-4.821637565,-14,-2.033152955,-3.726562995,0.188130615,-1.326282165,-1.945665095,-8.969751425,0.167507745,-5.322664065,-0.812090835,-14,-2.472723945,-0.257726745,-4.384911145,-5.402851545,-0.805438965,-0.350005465,-14,1.267757015,-2.762420305,-14,-4.194222725,0.063695225,-9.113225945,-5.181571105,2.543575615
HFB9_043,-14,2.248151993,-14,-4.482647078,-1.561723498,-14,-14,-0.266957767,-14,-4.751524188,-14,-2.385161168,-1.232958678,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.911825433,-0.320953227,-14,-14,-2.938175828,-3.724917348,-5.997545188,-2.121538558,-14,-14,-5.777850878,-14,-0.695614837,-14,-14,-14,-1.294044468,-14,-14,-14,-14,4.378876893
HFB9_044,-14,-14,-14,-14,0.021483622,-14,-4.182317648,-1.671757828,-4.120324418,-3.056309808,-14,0.950421793,0.289787563,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-0.187513848,-14,-1.094077068,-14,-14,-14,-0.178750337,-14,-1.196935698,-14,-14,-14,-14,-0.650201197,-14,-14,-14,-14,-14,-14,-7.314967728,-2.216120988,1.825653273
HFB9_045,-3.685852583,-14,1.221985498,-1.444814693,-0.061310493,-2.549387313,-1.746998763,1.076036258,-0.221801953,-1.892939283,3.504849728,-1.675392513,-2.213198713,-14,-14,-14,-14,-1.597441293,-14,-3.308970643,-14,-5.614446473,-14,1.738640688,-3.380389983,-1.329079803,-4.378401683,-0.259220283,-14,-2.288364783,-14,-1.805493443,-3.019965503,-14,-5.073963183,-0.565150113,-0.868684103,-14,-4.295322183,-14,-5.026218303,-0.928954573,0.540767077,-6.664390753,-4.215237193,2.735488038
HFB9_046,-3.44794749,-14,3.63193124,-1.99123494,-0.35321945,-3.45389256,-2.30419402,1.57629241,-1.92356223,-1.81927079,3.01486897,-0.13786818,0.34020686,-14,-3.40151271,-2.52249664,-14,-5.4357287,-14,-3.98662909,-14,-14,-4.11211565,0.05526075,-1.08388631,-2.80546432,-5.13410993,-1.26959774,-3.98235526,-3.1144824,-14,-0.8166229,-0.8240855,-14,-4.51304936,-0.83221556,-0.8985071,-3.13241177,0.02396822,-2.75119746,-14,-2.12086547,0.55686827,-7.31525463,-5.44825992,2.06834945
HFB9_047,-0.833388368,-14,1.819786493,-0.539304277,0.278859803,-3.344750728,-0.231500597,1.134627413,-0.364530317,-2.403005658,3.532662213,-0.001076897,0.135712853,-14,-14,-14,-3.647934308,-0.575691468,-14,-2.041772898,-14,-2.726895888,-14,2.136468063,-0.905254477,-1.380753028,-6.276043978,-2.235637708,-2.287563978,-0.316676407,-14,-2.637546068,-2.246104578,-6.971747098,-4.134312568,-2.008977968,-0.919939487,-14,-2.132063198,-14,-14,0.369938623,1.324270923,-5.359026758,-3.542925168,3.278625753
HFB9_049,-6.041752858,-14,2.490379723,-0.060509868,0.152858412,-3.138196488,-0.532576138,2.175783303,-0.795285408,-1.884175638,4.024461763,0.139434673,-0.918266618,-14,-14,-14,-14,-0.828653238,-14,-1.034376398,-14,-3.037633478,-4.821771008,2.339159693,-0.430249858,-1.472939478,-4.166787338,0.024876922,-14,-1.420183788,-6.432055058,-1.351783108,-1.319181128,-14,-4.013865298,-0.094533988,-1.671214838,-4.120357828,-3.052403388,-14,-1.051674208,-1.672015408,0.524869893,-6.949624738,-1.518879528,2.870139533
HFB9_050,-2.941449108,-14,0.570447153,0.691755883,-0.481513677,-2.788992508,-1.523703038,1.651334783,-1.045520408,-1.971986278,3.433927373,-0.494538067,-1.432779948,-14,-14,-14,-14,-5.506069568,-14,-2.889543748,-14,-3.266415668,-14,2.195099313,-1.055770568,-1.072203598,-14,-0.666967517,-14,-0.413120208,-14,-1.118414858,-14,-14,-4.602621368,0.078998223,-0.441069097,-14,-4.987175288,-14,-3.433074998,-1.541414298,0.785850823,-5.615988398,-3.411740368,2.040997633
HFB9_051,-4.049807435,-14,4.665864175,-1.241619145,-0.411059295,-0.372761465,0.132513595,0.582345945,-6.009277865,-0.846074675,3.776902285,-2.602955215,-2.696610005,-14,-14,-14,-4.029542225,-2.954456305,-14,-2.681719515,-14,-14,-2.508841455,1.805132225,-0.772004305,-1.098818135,-5.638635595,-2.920202335,-1.610391145,-1.787890995,-14,-1.707526485,-14,-14,-3.955073115,1.326464055,-1.225322525,-2.717082635,-3.909536825,-14,-0.630848375,-0.483643925,-1.581782285,-7.632451025,-14,3.343908305
HFB9_052,-3.796367145,-14,0.590576595,-0.103716985,0.151651425,-2.027036645,-1.342960865,1.346523665,-0.741839125,-1.245583445,3.515614965,0.441025575,-2.165067895,-14,-14,-14,-14,-1.528225715,-14,-2.036345705,-14,-14,-14,2.173568075,-2.908585375,-1.169666495,-4.869310285,-1.083505885,-14,-3.269497655,-14,-0.762891655,-14,-14,-4.781546495,-0.207996995,-2.124996845,-14,-3.917803745,-14,-2.468824845,-0.632433185,1.361804915,-5.086114835,-4.005944945,2.736237075
HFB9_053,-5.336837863,-14,-0.621172883,-1.170103923,-0.453617042,-1.968365323,-3.496353483,-0.414096812,1.428859998,-1.541518903,2.945735078,0.064449588,-1.759624083,-14,-14,-14,-14,-1.702302053,-14,-3.080509713,-14,-4.687129983,-14,1.994095048,-3.517277383,-0.254534333,-6.832283383,-2.414729173,-4.871125113,-1.050596113,-6.258667043,-1.039220073,-3.986755203,-14,-4.298312203,-3.756202223,-0.929842302,-14,-14,-14,-2.652349623,-1.398709153,1.009754028,-5.647931343,-14,2.422679418
HFB9_054,-14,-14,-14,-4.680008053,-0.182782563,-14,-14,-2.263552713,-1.911246893,-2.724326983,-14,1.185996588,-1.146663093,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.681980057,-2.672480603,0.085702787,-14,-14,-14,-0.395856673,-5.926250613,-1.753449723,-14,-14,-14,-14,-0.507862573,-14,-4.126945823,-14,-14,-14,-14,-5.619225243,-14,2.444094858
HFB9_055,-2.648354563,-14,3.435039218,-0.912575383,-0.423492113,-2.962008853,-1.209375863,0.254843938,-1.737704593,-2.055318153,3.766285768,-2.488176353,-3.299148683,-14,-14,-14,-4.523472433,-2.085656343,-14,-4.943609523,-14,-6.031175703,-3.529865963,1.134692648,-0.634234943,-1.888676393,-4.217288213,-3.574939563,-4.966461003,-2.587488513,-14,-1.093330843,-4.251629303,-14,-4.871389263,-0.784488393,-1.169449293,-4.162399603,-3.285050763,-3.448781293,-4.437456313,-2.347647843,0.888365948,-8.761773633,-4.865492803,2.686272248
HFB9_056,-5.440808395,-14,1.615305365,0.170787175,-0.374948225,-3.643042205,-2.992561335,-0.291421565,-0.443079215,-1.009081875,3.088887755,-0.699437365,-1.899900205,-14,-14,-14,-14,-2.799333395,-14,-14,-14,-14,-3.402356205,1.586915175,-0.871713685,-1.545275285,-14,-2.454368525,-14,-3.291606965,-14,-1.397706325,-4.466399725,-14,-4.205078095,-4.255807295,-0.903598275,-14,-3.448451505,-4.032618805,-1.825523415,-2.223463825,0.170758045,-5.911576915,-3.888906455,2.676252825
HFB9_057,-4.274133673,-14,-2.365332583,-1.051420763,-0.142436892,-14,-2.370411763,-1.004580933,0.527565638,-2.659903403,1.925263978,-0.106656273,-0.930792042,-4.379263013,-14,-5.799541313,-14,-0.375107543,-14,-14,-14,-14,-14,1.015977808,-3.179851783,-1.457099113,-4.517579583,-4.255341853,-14,-2.473150533,-5.932585503,-1.411956673,-14,-14,-4.970790223,-3.646107893,-0.413621163,-3.943402503,-2.687207453,-14,-3.605483353,-1.240110403,1.741270078,-9.230120773,-3.702862773,1.968014728
HFB9_058,-3.589235208,-14,0.426185692,-0.837879708,-0.267495668,-3.988667448,-4.245810648,-0.978835628,0.408149092,-1.918442838,1.435625163,-0.534017468,-1.398670268,-14,-14,-14,-14,-0.985150138,-14,-14,-14,-14,-14,1.196745063,-6.095238838,-1.778175288,-3.419728248,-3.251802358,-14,-0.863403668,-14,-1.748945358,-14,-14,-6.190833668,-3.310284998,-0.582578637,-3.160450808,-5.465784018,-14,-4.175720218,-2.785547208,0.854716862,-7.638692048,-5.802990248,2.599019663
HFB9_059,-6.089445733,-14,-7.756879833,-3.550909983,-0.256890873,-14,-3.636917153,-2.206405753,-0.536891772,-3.372363173,1.246076998,0.215906448,-0.092945252,-14,-14,-14,-14,-3.552386973,-14,-14,-14,-14,-14,0.798444058,-3.263104743,-3.324292933,-14,-4.284187103,-5.578406093,-2.398205713,-14,-1.299610333,-14,-14,-5.121744833,-2.367562973,-0.720481772,-2.663775563,-14,-5.386031883,-4.997695113,-1.806362783,0.608303448,-5.134815483,-3.074579593,2.276982978
HFB9_062,-3.28247708,-14,0.27866259,0.1343582,-0.20847233,-3.97812294,-2.3156031,0.80141982,0.98481776,-1.92092947,2.40501747,-0.11734437,-4.74008847,-14,-14,-14,-14,-1.46907601,-14,-4.16946015,-14,-14,-4.26424446,2.28424812,-2.76006425,-1.11979938,-8.24239235,-2.05605806,-14,0.21013361,-14,-1.61929002,-14,-4.2988893,-4.12900399,-2.30563841,-0.80191171,-14,-3.71214691,-3.20836121,-2.70033415,-0.20405096,0.77194607,-7.32624588,-14,2.62967406
HFB9_063,-14,-14,-14,-2.33468301,-1.02057086,-4.09657361,-5.30548499,-1.11388799,-0.64026062,-0.64251011,1.52702226,-0.08253822,-14,-14,-14,-14,-14,0.46443223,-14,-14,-14,-14,-14,2.30344935,-3.29964853,0.05441306,-14,-14,-14,-14,-14,-0.65295597,-1.10711998,-14,-6.51450049,-14,-0.48018437,-14,-14,-14,-14,-2.2073332,2.25122728,-14,-14,2.1537112
HFB9_064,-1.746454393,-14,2.926319778,-0.226353462,-0.916615612,-0.124289312,-0.690837683,1.193237238,-3.389982923,-1.336785963,3.340242598,1.097559788,-0.611312332,-14,-14,-2.265799723,-14,-1.143102993,-14,-3.052288523,-14,-14,-2.566858323,2.143509548,-2.021769713,-0.679992602,-14,-1.166353473,-3.217393413,0.464972808,-14,-2.501108973,-14,-14,-4.540061183,-0.769873402,0.486876968,-14,-4.896458503,-14,-2.397620393,-0.862102442,0.619529728,-4.192054553,-3.384377463,2.930847618
HFB9_065,-2.46958407,-14,1.98808045,-2.03509443,-0.21651507,-3.00126584,-2.66653364,1.45572695,-1.0330286,-1.81059668,3.78851253,-0.07853261,-1.52198272,-14,-14,-14,-3.318534,-2.14421834,-14,-14,-14,-14,-4.46420576,1.39915926,-1.94205467,-1.781318,-5.60706374,-1.46199885,-3.44004637,-3.3637447,-14,-1.7044231,-4.04314121,-14,-4.26237503,-0.64828602,-0.50139715,-3.40915433,-3.13366395,-4.00367549,-5.35450694,-1.73869695,-0.0833258,-8.85186493,-4.19113905,2.42233532
HFB9_066,-3.988061528,-14,3.873736413,-0.368616548,-0.144569208,-1.584875758,-0.490166547,1.649827883,-2.575934568,-1.985148018,2.502276523,0.740247513,-0.685395718,-14,-14,-14,-3.264735668,-2.530681738,-14,-5.315862018,-14,-3.663065258,-14,1.816026343,-0.740876618,-2.106623908,-5.094545768,-0.119349518,-4.922483808,-0.862837497,-14,-1.367922998,-14,-6.127691088,-4.929697128,-0.559948298,-0.628757538,-14,-1.527392868,-3.627044398,-2.279139678,-0.799230658,-0.181932447,-7.219450718,-3.095800508,2.141249743
HFB9_068,-4.658120605,-14,3.645182105,-0.005025915,0.029437305,-2.749162985,-1.244062575,0.467574175,-0.944885545,-1.678239825,3.659788795,-0.390497255,-1.786013795,-14,-14,-5.156369335,-14,-2.089938745,-14,-14,-14,-2.174313025,-2.662792755,1.411842385,-2.211420135,-3.058985875,-5.026091625,-3.575253715,-4.908799285,-0.718377355,-5.361950465,-1.485852655,-2.294037675,-14,-4.099040505,-1.090131085,-1.176414525,-4.589201815,-3.183225215,-14,-14,-1.173773895,1.160646625,-6.753386235,-14,2.632829875
HFB9_069,-3.078800008,-14,0.673790943,0.733264173,0.461248163,-14,-0.636929837,2.082194493,-1.255714548,-2.602343778,2.237713203,0.144758953,-1.727076928,-14,-14,-14,-14,-1.046888258,-14,-2.650138138,-14,-3.955445918,-14,2.015460893,-0.265048477,-1.577658308,-4.018246978,-1.782144438,-3.742487748,-0.774265338,-14,-1.418838408,-4.009424228,-14,-5.120020928,-0.667246787,-0.950247687,-4.014251658,-3.488251798,-4.450342158,-3.973539548,-0.694266197,1.350968073,-6.200258088,-1.746843758,1.907837933
HFB9_070,-5.410665653,-14,-1.356655983,-2.770326653,-0.164050423,-14,-3.373737433,-2.112813993,0.637037748,-1.696446903,-0.310563672,-0.956777083,0.440764158,-14,-14,-14,-14,-2.523635623,-14,-3.665873343,-14,-14,-14,1.353939038,-1.224635443,-1.613868993,-5.462935883,-3.618788423,-14,-4.479991923,-6.668221953,-1.706782263,-14,-14,-5.653999663,-14,-0.328836383,-3.352936403,-14,-3.734852923,-14,-3.551588853,0.638208618,-4.472881523,-2.452039733,2.199669068
HFB9_071,-2.206851263,-14,-0.334525443,-1.918747263,-0.532294462,-3.581598113,-3.064240073,-0.130299402,-0.578704252,-1.275158243,2.872969208,0.549414388,-1.625385313,-14,-9.062414723,-14,-3.804194243,0.024240388,-14,-14,-14,-14,-4.980895873,2.086182858,-0.932342352,-2.483734253,-3.893324943,-14,-14,-1.719809663,-14,-1.807211393,-3.090056963,-14,-4.722843883,-4.617875103,-0.207660392,-14,-14,-14,-3.662777653,-1.500700723,-0.019299162,-6.179190153,-14,2.547166248
HFB9_073,-2.420805918,-14,0.689407863,-0.021700427,-0.281721247,-3.668003028,-0.626523747,1.503343193,-0.792019387,-2.906590088,2.995165313,0.084513773,-2.467836468,-14,-14,-14,-3.996778788,-1.616846678,-14,-3.303329278,-14,-5.320596058,-14,2.392490343,-1.291467888,-1.429742358,-8.704998328,-2.047250118,-2.663205388,-0.086756947,-14,-1.515335918,-1.495986178,-5.312045138,-3.937588758,0.271198353,-0.837295937,-14,-4.227057258,-14,-2.979662148,-1.279410638,0.884842053,-5.473339148,-4.061434248,2.634353103
